"Dataset","Preprocessing","Var_Selection","PLS_Method","ncomp","R2","RMSE","MAE"
"Dataset 1 with Ref 4","1st_Der","GA","nipals",15,0.325154792640795,0.146912403273537,0.104847795329823
"Dataset 1 with Ref 4","1st_Der","GA","kernelpls",2,0.40753385431454,0.138316163505984,0.0984850204446966
"Dataset 1 with Ref 4","1st_Der","GA","widekernelpls",2,0.405470154807407,0.139616276073852,0.101064491221294
"Dataset 1 with Ref 4","2nd_Der","None","simpls",3,0.407301091117561,0.140126691282402,0.0996018398346032
"Dataset 1 with Ref 4","2nd_Der","None","nipals",20,0.358889266816674,0.146056362915378,0.105166285635904
"Dataset 1 with Ref 4","2nd_Der","None","kernelpls",4,0.404993575726768,0.139425772027582,0.100518339908846
"Dataset 1 with Ref 4","2nd_Der","None","widekernelpls",4,0.404147173062775,0.138980193721925,0.0992242726093243
"Dataset 1 with Ref 4","2nd_Der","VIP","simpls",4,0.391298908644262,0.14037191398123,0.101595607492768
"Dataset 1 with Ref 4","2nd_Der","VIP","nipals",20,0.334770005139627,0.148437659687962,0.108031549053349
"Dataset 1 with Ref 4","2nd_Der","VIP","kernelpls",4,0.373502159057588,0.142453442688825,0.103440901159148
"Dataset 1 with Ref 4","2nd_Der","VIP","widekernelpls",3,0.354165142999554,0.145874264423777,0.104399341902958
"Dataset 1 with Ref 4","2nd_Der","SR","simpls",1,0.359857720145865,0.144009994977604,0.102908419493652
"Dataset 1 with Ref 4","2nd_Der","SR","nipals",19,0.256129249761756,0.156458354739178,0.110207845605886
"Dataset 1 with Ref 4","2nd_Der","SR","kernelpls",1,0.347164648114855,0.145709848960264,0.103248189054755
"Dataset 1 with Ref 4","2nd_Der","SR","widekernelpls",1,0.373321152648885,0.142773119215377,0.100328572453776
"Dataset 1 with Ref 4","2nd_Der","sMC","simpls",2,0.438579164889118,0.134445682888176,0.095125253461653
"Dataset 1 with Ref 4","2nd_Der","sMC","nipals",20,0.353457620162115,0.146521837786158,0.106704621406084
"Dataset 1 with Ref 4","2nd_Der","sMC","kernelpls",2,0.327754684931877,0.146843924467487,0.103131209907325
"Dataset 1 with Ref 4","2nd_Der","sMC","widekernelpls",2,0.383256704127954,0.142758293904171,0.102091138839961
"Dataset 1 with Ref 4","2nd_Der","UVE","simpls",1,0.38871183260042,0.140622827294499,0.100746123770682
"Dataset 1 with Ref 4","2nd_Der","UVE","nipals",6,0.314924447704246,0.150596091038917,0.10698009281792
"Dataset 1 with Ref 4","2nd_Der","UVE","kernelpls",1,0.391974152200662,0.141419764531609,0.102995485553892
"Dataset 1 with Ref 4","2nd_Der","UVE","widekernelpls",2,0.395615579444967,0.140274997298933,0.101810769557213
"Dataset 1 with Ref 4","2nd_Der","GA","simpls",2,0.438860800886276,0.136126855820109,0.0972970477534452
"Dataset 1 with Ref 4","2nd_Der","GA","nipals",20,0.27031214741348,0.154938189533971,0.111540278833076
"Dataset 1 with Ref 4","2nd_Der","GA","kernelpls",2,0.420354717361758,0.136983564417355,0.0951293817949783
"Dataset 1 with Ref 4","2nd_Der","GA","widekernelpls",4,0.408503855315203,0.139798876843744,0.10119718224814
"Dataset 1 with Ref 4","EMSC","None","simpls",8,0.544398755502603,0.120366118012241,0.0869218788896215
"Dataset 1 with Ref 4","EMSC","None","nipals",1,-0.0410656978058508,0.181502363410012,0.126556364440159
"Dataset 1 with Ref 4","EMSC","None","kernelpls",13,0.448568962596617,0.128973937584204,0.093784279347925
"Dataset 1 with Ref 4","EMSC","None","widekernelpls",3,0.400043808078529,0.135459896786118,0.0967602947280231
"Dataset 1 with Ref 4","EMSC","VIP","simpls",2,-28.6693311714898,0.909692113180805,0.73376224702886
"Dataset 1 with Ref 4","EMSC","VIP","nipals",6,-21.7456951011605,0.857597060535931,0.704398261845863
"Dataset 1 with Ref 4","EMSC","VIP","kernelpls",5,-7.73058144369112,0.493071484026659,0.405224443206652
"Dataset 1 with Ref 4","EMSC","VIP","widekernelpls",9,-8.12290085943672,0.506592041505543,0.406266826565872
"Dataset 1 with Ref 4","EMSC","SR","simpls",3,-3.28676433727818,0.358966414073645,0.282972146531661
"Dataset 1 with Ref 4","EMSC","SR","nipals",4,-3.512913453263,0.367614453456182,0.288714583090546
"Dataset 1 with Ref 4","EMSC","SR","kernelpls",10,-4.27217021810447,0.385645017688127,0.30289228633557
"Dataset 1 with Ref 4","EMSC","SR","widekernelpls",4,-4.32218167633942,0.390491163418851,0.30993578232036
"Dataset 1 with Ref 4","EMSC","sMC","simpls",3,-37.0556916971809,1.06681332538211,0.872686947550534
"Dataset 1 with Ref 4","EMSC","sMC","nipals",1,-42.3943608969821,1.08074298579478,0.882595174082814
"Dataset 1 with Ref 4","EMSC","sMC","kernelpls",14,-16.4753080570346,0.713394796659925,0.579833273373417
"Dataset 1 with Ref 4","EMSC","sMC","widekernelpls",2,-35.9672404985288,0.97084867115813,0.791551966186838
"Dataset 1 with Ref 4","EMSC","UVE","simpls",1,-1.67456408539462,0.287301644957877,0.234672757264961
"Dataset 1 with Ref 4","EMSC","UVE","nipals",1,-1.1950690839551,0.252945288815739,0.197538432920385
"Dataset 1 with Ref 4","EMSC","UVE","kernelpls",3,-1.68547636875761,0.2855148601864,0.232530292446112
"Dataset 1 with Ref 4","EMSC","UVE","widekernelpls",4,-1.54767301456079,0.285921392786802,0.22636358577803
"Dataset 1 with Ref 4","EMSC","GA","simpls",7,-43.4902617033611,1.10289853431792,0.991212903721694
"Dataset 1 with Ref 4","EMSC","GA","nipals",7,-51.2962543748091,1.24343847225997,1.10428822424842
"Dataset 1 with Ref 4","EMSC","GA","kernelpls",1,-20.8666637461648,0.79979892837438,0.700809901350066
"Dataset 1 with Ref 4","EMSC","GA","widekernelpls",1,-29.471736146095,0.923623523393473,0.816705240564338
"Dataset 1 with Ref 4","RNV","None","simpls",4,0.399748640267991,0.138731453208468,0.101356689344868
"Dataset 1 with Ref 4","RNV","None","nipals",2,-858140952.52028,4994.25931451381,3400.52270173177
"Dataset 1 with Ref 4","RNV","None","kernelpls",3,0.43550572048122,0.134489624851731,0.0953558929918807
"Dataset 1 with Ref 4","RNV","None","widekernelpls",3,0.333580203372897,0.145969983160037,0.106676549639111
"Dataset 1 with Ref 4","RNV","VIP","simpls",3,0.471288833266138,0.131741343263651,0.0932917645218035
"Dataset 1 with Ref 4","RNV","VIP","nipals",2,-811130813.325909,4878.82644106764,3297.94783546908
"Dataset 1 with Ref 4","RNV","VIP","kernelpls",4,0.232593380611181,0.159110739207038,0.115005093378665
"Dataset 1 with Ref 4","RNV","VIP","widekernelpls",3,0.480804759403558,0.130828097011179,0.0943691849087017
"Dataset 1 with Ref 4","RNV","SR","simpls",6,0.341358707601819,0.144968181214969,0.102443912374105
"Dataset 1 with Ref 4","RNV","SR","nipals",3,-219639092.835338,2428.15590726857,1701.78096120276
"Dataset 1 with Ref 4","RNV","SR","kernelpls",1,0.350127194028759,0.147012525217657,0.106332926903123
"Dataset 1 with Ref 4","RNV","SR","widekernelpls",8,0.338029000594271,0.148297269391053,0.107696375783361
"Dataset 1 with Ref 4","RNV","sMC","simpls",3,0.411806318546169,0.138309925088551,0.0993645728539562
"Dataset 1 with Ref 4","RNV","sMC","nipals",2,-694765518.608488,4738.89475450595,3211.88397570713
"Dataset 1 with Ref 4","RNV","sMC","kernelpls",3,0.363402028232963,0.143453127639786,0.101374675330887
"Dataset 1 with Ref 4","RNV","sMC","widekernelpls",3,0.33935824529001,0.146045730073704,0.102358831786973
"Dataset 1 with Ref 4","RNV","UVE","simpls",2,0.419888035623609,0.137542880881154,0.099770674632534
"Dataset 1 with Ref 4","RNV","UVE","nipals",2,-199161487.332825,2511.19358743198,1698.54311389548
"Dataset 1 with Ref 4","RNV","UVE","kernelpls",2,0.31178194628349,0.146635907632927,0.102590491106998
"Dataset 1 with Ref 4","RNV","UVE","widekernelpls",2,0.366502943444826,0.143618620527348,0.101909459579394
"Dataset 1 with Ref 4","RNV","GA","simpls",3,0.387420335618799,0.141906893822676,0.102004997090029
"Dataset 1 with Ref 4","RNV","GA","nipals",2,-75909507.2645954,1522.45207951064,1074.90537300843
"Dataset 1 with Ref 4","RNV","GA","kernelpls",6,0.201458641771054,0.162122462964748,0.120763894598141
"Dataset 1 with Ref 4","RNV","GA","widekernelpls",8,0.188587935385198,0.162296554033273,0.120087955120301
"Dataset 2 with Ref 1","Raw","None","simpls",2,0.18253045468306,1.54552944912855,1.01603764417998
"Dataset 2 with Ref 1","Raw","None","nipals",2,0.08754570225221,1.68717729737037,1.12511509066979
"Dataset 2 with Ref 1","Raw","None","kernelpls",2,0.226169077102612,1.59559708517539,0.979337997981277
"Dataset 2 with Ref 1","Raw","None","widekernelpls",2,0.0886244229384389,1.68374705885167,1.06627003817041
"Dataset 2 with Ref 1","Raw","VIP","simpls",2,0.183760679517683,1.55766136094853,1.02672319029881
"Dataset 2 with Ref 1","Raw","VIP","nipals",2,0.102657715670773,1.71826292939458,1.08476194733679
"Dataset 2 with Ref 1","Raw","VIP","kernelpls",2,0.202459900242858,1.59394476694917,0.979645097523464
"Dataset 2 with Ref 1","Raw","VIP","widekernelpls",2,0.142584551310827,1.63002763769506,0.994647678265246
"Dataset 2 with Ref 1","Raw","SR","simpls",1,0.121994226398289,1.70846189793954,1.04883250165165
"Dataset 2 with Ref 1","Raw","SR","nipals",3,0.0231964355499911,1.71618622116952,1.09038427187229
"Dataset 2 with Ref 1","Raw","SR","kernelpls",1,0.0880547305379672,1.70689795659904,1.09087422307693
"Dataset 2 with Ref 1","Raw","SR","widekernelpls",1,0.118945876823336,1.68057213528922,1.07259554801287
"Dataset 2 with Ref 1","Raw","sMC","simpls",2,0.224703615238533,1.60847116563401,0.982467289072013
"Dataset 2 with Ref 1","Raw","sMC","nipals",6,-0.117930577596446,1.90542323234374,1.22540707135637
"Dataset 2 with Ref 1","Raw","sMC","kernelpls",2,0.108478288720368,1.68676156829374,1.0659343608093
"Dataset 2 with Ref 1","Raw","sMC","widekernelpls",2,0.206394799422701,1.60652675286061,1.03166183191802
"Dataset 2 with Ref 1","Raw","UVE","simpls",2,0.127178140635381,1.6408813043343,0.993501178728504
"Dataset 2 with Ref 1","Raw","UVE","nipals",4,0.0607392193837377,1.73999260056545,1.1240132895179
"Dataset 2 with Ref 1","Raw","UVE","kernelpls",2,0.219661162080551,1.57270025334828,0.952914942715926
"Dataset 2 with Ref 1","Raw","UVE","widekernelpls",2,0.221785273510334,1.61249153234771,1.00109202406613
"Dataset 2 with Ref 1","Raw","GA","simpls",2,0.205005559751289,1.60883520176856,1.00666402724326
"Dataset 2 with Ref 1","Raw","GA","nipals",2,0.163298655488584,1.66139624320212,1.04981908289092
"Dataset 2 with Ref 1","Raw","GA","kernelpls",2,0.245283238489267,1.56528922343942,0.986049556316273
"Dataset 2 with Ref 1","Raw","GA","widekernelpls",2,0.28097685189809,1.53813518047675,0.977509378501801
"Dataset 2 with Ref 1","SNV","None","simpls",1,-6.03298339124554,4.0224659124601,3.54065213754515
"Dataset 2 with Ref 1","SNV","None","nipals",2,-5.3014831698294,4.02162758053814,3.55928802622542
"Dataset 2 with Ref 1","SNV","None","kernelpls",2,-10.971483016106,3.91702466267948,3.30080460390603
"Dataset 2 with Ref 1","SNV","None","widekernelpls",1,-3.2478555484944,3.487116361824,2.83122117469227
"Dataset 2 with Ref 1","SNV","VIP","simpls",2,-4.85102026462822,3.81232957457455,3.25049730310946
"Dataset 2 with Ref 1","SNV","VIP","nipals",2,-5.50665561803152,4.58103597454912,3.88666073754327
"Dataset 2 with Ref 1","SNV","VIP","kernelpls",2,-11.7374772295505,5.67785448822478,5.19374619492062
"Dataset 2 with Ref 1","SNV","VIP","widekernelpls",3,-6.83623012146979,4.47742180835983,3.96595058563718
"Dataset 2 with Ref 1","SNV","SR","simpls",4,-10.3512165181921,4.6268360867991,4.17601561526495
"Dataset 2 with Ref 1","SNV","SR","nipals",2,-10.8258599881458,5.27911755163092,4.61349414892908
"Dataset 2 with Ref 1","SNV","SR","kernelpls",2,-9.36043012978443,4.88856298993935,4.44555312288065
"Dataset 2 with Ref 1","SNV","SR","widekernelpls",3,-6.308234097438,4.57751047046944,4.10327292352509
"Dataset 2 with Ref 1","SNV","sMC","simpls",2,-10.294857625345,4.40760841600475,3.93416563807002
"Dataset 2 with Ref 1","SNV","sMC","nipals",2,-14.9947902514591,4.22097779469976,3.71589385527786
"Dataset 2 with Ref 1","SNV","sMC","kernelpls",2,-6.63995589224975,4.74285819944842,4.24349313896055
"Dataset 2 with Ref 1","SNV","sMC","widekernelpls",2,-5.82787136417279,3.75560195209983,3.36873451706487
"Dataset 2 with Ref 1","SNV","UVE","simpls",4,-4.74587259390477,3.4804685712823,3.02178552336123
"Dataset 2 with Ref 1","SNV","UVE","nipals",2,-6.25443340341373,4.00642428481019,3.72875931598443
"Dataset 2 with Ref 1","SNV","UVE","kernelpls",1,-13.1832703646043,4.73396930221499,3.95039997356374
"Dataset 2 with Ref 1","SNV","UVE","widekernelpls",2,-3.80988820230373,3.74211805582262,3.35502905965683
"Dataset 2 with Ref 1","SNV","GA","simpls",4,-5.54514786758858,3.72197943681204,3.25064869195011
"Dataset 2 with Ref 1","SNV","GA","nipals",3,-5.4248611158006,3.95017235472832,3.43241331687245
"Dataset 2 with Ref 1","SNV","GA","kernelpls",4,-4.70740389314245,3.70466641243993,2.99214766540623
"Dataset 2 with Ref 1","SNV","GA","widekernelpls",3,-4.09215141607227,3.72664067505329,3.12110948521099
"Dataset 2 with Ref 1","1st_Der","None","simpls",2,0.223746820248436,1.5438191534586,1.00008337913193
"Dataset 2 with Ref 1","1st_Der","None","nipals",2,-0.0764478417554508,1.73140563626537,1.10618617490129
"Dataset 2 with Ref 1","1st_Der","None","kernelpls",2,0.143894990616824,1.59980991632027,1.05678988356152
"Dataset 2 with Ref 1","1st_Der","None","widekernelpls",2,0.1513031476464,1.59235718945089,1.01880754627621
"Dataset 2 with Ref 1","1st_Der","VIP","simpls",2,0.231799175436456,1.58399258606276,0.982513274701634
"Dataset 2 with Ref 1","1st_Der","VIP","nipals",2,0.110535634511656,1.71293082426599,1.07098876633216
"Dataset 2 with Ref 1","1st_Der","VIP","kernelpls",2,0.199972749390341,1.62382644257517,1.03444194804193
"Dataset 2 with Ref 1","1st_Der","VIP","widekernelpls",2,0.121920409546336,1.65596708308826,1.02957582515147
"Dataset 2 with Ref 1","1st_Der","SR","simpls",2,0.182563270329607,1.54850300044128,1.01804048130968
"Dataset 2 with Ref 1","1st_Der","SR","nipals",4,0.119132406148851,1.72005493284391,1.09715052275978
"Dataset 2 with Ref 1","1st_Der","SR","kernelpls",2,0.242485997220067,1.59429972444852,0.992592779141661
"Dataset 2 with Ref 1","1st_Der","SR","widekernelpls",2,0.233650513774262,1.57496850220662,0.990181115815155
"Dataset 2 with Ref 1","1st_Der","sMC","simpls",2,0.28703653231629,1.54248936931461,0.991737939561672
"Dataset 2 with Ref 1","1st_Der","sMC","nipals",6,0.131459629596692,1.70448137263015,1.05798952146334
"Dataset 2 with Ref 1","1st_Der","sMC","kernelpls",2,0.184233638423778,1.60814587843182,1.03938153524396
"Dataset 2 with Ref 1","1st_Der","sMC","widekernelpls",2,0.224746291503417,1.55241799105128,0.995835429248004
"Dataset 2 with Ref 1","1st_Der","UVE","simpls",1,0.255838922337491,1.57271906792536,0.964051871314175
"Dataset 2 with Ref 1","1st_Der","UVE","nipals",2,0.122865172521615,1.66223674038264,1.04292437399649
"Dataset 2 with Ref 1","1st_Der","UVE","kernelpls",1,0.19588820058543,1.58521515975198,0.988153069895805
"Dataset 2 with Ref 1","1st_Der","UVE","widekernelpls",3,0.248268856768758,1.56848563739511,0.981753535993572
"Dataset 2 with Ref 1","1st_Der","GA","simpls",1,0.0478383397563594,1.69414123796267,1.07747656826395
"Dataset 2 with Ref 1","1st_Der","GA","nipals",3,0.042624423805566,1.69855537481312,1.07821763898103
"Dataset 2 with Ref 1","1st_Der","GA","kernelpls",2,0.127584326142665,1.65396076377008,1.07638057163225
"Dataset 2 with Ref 1","1st_Der","GA","widekernelpls",1,0.0566982503503769,1.62715614945006,1.08639471078345
"Dataset 2 with Ref 1","2nd_Der","None","simpls",2,0.184075680058851,1.62778688474594,1.03137141920121
"Dataset 2 with Ref 1","2nd_Der","None","nipals",13,0.130975903264144,1.69095535966827,1.04980839198104
"Dataset 2 with Ref 1","2nd_Der","None","kernelpls",2,0.108902511879468,1.64485209470097,1.04288749141193
"Dataset 2 with Ref 1","2nd_Der","None","widekernelpls",2,0.236497572035195,1.5628643685926,1.02353889651889
"Dataset 2 with Ref 1","2nd_Der","VIP","simpls",1,-0.00882144302151486,1.75918952084139,1.09791154843578
"Dataset 2 with Ref 1","2nd_Der","VIP","nipals",17,0.068997303591638,1.75214117109514,1.05902339319582
"Dataset 2 with Ref 1","2nd_Der","VIP","kernelpls",2,0.226868157130429,1.58478122480302,1.02616367108914
"Dataset 2 with Ref 1","2nd_Der","VIP","widekernelpls",2,0.0821397117859841,1.63715115956467,1.04235739045114
"Dataset 2 with Ref 1","2nd_Der","SR","simpls",1,0.0862820232414941,1.68287911818642,1.0451224794299
"Dataset 2 with Ref 1","2nd_Der","SR","nipals",4,0.0262835967139107,1.72394409436294,1.05789336320097
"Dataset 2 with Ref 1","2nd_Der","SR","kernelpls",1,0.204992538845931,1.62416164467829,0.988565613228034
"Dataset 2 with Ref 1","2nd_Der","SR","widekernelpls",1,0.16218222778397,1.63631148551415,1.00267414524021
"Dataset 2 with Ref 1","2nd_Der","sMC","simpls",1,0.179988344806109,1.57759958847699,1.00104775154075
"Dataset 2 with Ref 1","2nd_Der","sMC","nipals",19,0.0652423087837873,1.72757680112028,1.08897084789964
"Dataset 2 with Ref 1","2nd_Der","sMC","kernelpls",2,-0.0786801675796676,1.65406201665789,1.06880760779048
"Dataset 2 with Ref 1","2nd_Der","sMC","widekernelpls",2,0.217248286750234,1.5974464090238,1.01560767342854
"Dataset 2 with Ref 1","2nd_Der","UVE","simpls",2,0.0132777588986296,1.65015743327838,1.07182058031721
"Dataset 2 with Ref 1","2nd_Der","UVE","nipals",11,0.0870484801231871,1.74517943205925,1.10588881139027
"Dataset 2 with Ref 1","2nd_Der","UVE","kernelpls",1,0.147467449664178,1.58481859537662,1.05695463138351
"Dataset 2 with Ref 1","2nd_Der","UVE","widekernelpls",2,0.142053996601032,1.6185516777538,1.04397504215449
"Dataset 2 with Ref 1","2nd_Der","GA","simpls",2,0.130506293901548,1.61889121469812,1.02662312935178
"Dataset 2 with Ref 1","2nd_Der","GA","nipals",4,0.0258559747069751,1.70511768459578,1.08065653647921
"Dataset 2 with Ref 1","2nd_Der","GA","kernelpls",3,0.140298479302275,1.65608207521583,1.0531084123423
"Dataset 2 with Ref 1","2nd_Der","GA","widekernelpls",4,0.175468029277476,1.53265576558076,1.04220610926419
"Dataset 2 with Ref 1","EMSC","None","simpls",1,0.0465697466121942,1.7624261436629,1.18635815092255
"Dataset 2 with Ref 1","EMSC","None","nipals",2,-0.0606878071355104,1.8452903548266,1.25183333705417
"Dataset 2 with Ref 1","EMSC","None","kernelpls",1,-0.00769217786244214,1.76997630721397,1.1676220490873
"Dataset 2 with Ref 1","EMSC","None","widekernelpls",1,-0.152734933764001,1.84312818607749,1.22110010623679
"Dataset 2 with Ref 1","EMSC","VIP","simpls",1,-125237.780522703,572.773995208272,472.059003105767
"Dataset 2 with Ref 1","EMSC","VIP","nipals",7,-75201.2545305864,489.609098363071,422.974791076471
"Dataset 2 with Ref 1","EMSC","VIP","kernelpls",9,-125419.230219361,549.228186777097,415.670832560307
"Dataset 2 with Ref 1","EMSC","VIP","widekernelpls",17,-88034.4792776909,420.507168223373,342.502047117092
"Dataset 2 with Ref 1","EMSC","SR","simpls",3,-59.9935823192613,12.1588637053377,8.82718982194857
"Dataset 2 with Ref 1","EMSC","SR","nipals",4,-109.91805358019,12.7836638833065,10.009708118531
"Dataset 2 with Ref 1","EMSC","SR","kernelpls",2,-58.4483254557215,11.928557345323,8.79020737148545
"Dataset 2 with Ref 1","EMSC","SR","widekernelpls",3,-41.2880477073104,11.6006524334917,8.39911583195106
"Dataset 2 with Ref 1","EMSC","sMC","simpls",20,-1751.75945902608,53.8372121584845,41.9251325109643
"Dataset 2 with Ref 1","EMSC","sMC","nipals",1,-7029.62177252605,91.6525376412715,80.5917985199231
"Dataset 2 with Ref 1","EMSC","sMC","kernelpls",20,-1710.1394373422,46.390298215598,35.2104707833216
"Dataset 2 with Ref 1","EMSC","sMC","widekernelpls",20,-5305.88614351929,84.0189381859726,68.8208252206855
"Dataset 2 with Ref 1","EMSC","UVE","simpls",18,-38425.511787121,291.022793023773,263.078702470121
"Dataset 2 with Ref 1","EMSC","UVE","nipals",9,-31378.3869547788,253.09202550317,199.494679205744
"Dataset 2 with Ref 1","EMSC","UVE","kernelpls",20,-57063.9969425888,434.99343963764,367.928601900479
"Dataset 2 with Ref 1","EMSC","UVE","widekernelpls",20,-34858.9557789583,298.933357483439,238.236455479222
"Dataset 2 with Ref 1","EMSC","GA","simpls",3,-24.3146957429406,6.75885563801289,4.61846942424103
"Dataset 2 with Ref 1","EMSC","GA","nipals",4,-27.2629632789484,7.03535848538918,4.80218169698424
"Dataset 2 with Ref 1","EMSC","GA","kernelpls",4,-26.7572998898327,6.90085568875829,4.4432721868285
"Dataset 2 with Ref 1","EMSC","GA","widekernelpls",1,-24.8901432694035,6.83006019345385,4.73943229296706
"Dataset 2 with Ref 1","RNV","None","simpls",1,-1.47214089722794,2.83561062002599,2.09571771229723
"Dataset 2 with Ref 1","RNV","None","nipals",8,-330787.033096226,1000.80582865551,620.301896465406
"Dataset 2 with Ref 1","RNV","None","kernelpls",5,-10.5237137824613,4.4865846927519,3.26938219223963
"Dataset 2 with Ref 1","RNV","None","widekernelpls",2,-2.07961072679941,3.17342016281261,2.33762672946498
"Dataset 2 with Ref 1","RNV","VIP","simpls",2,0.265495571566043,1.55568079106589,0.962246272282492
"Dataset 2 with Ref 1","RNV","VIP","nipals",6,-456093.942684476,936.364590980217,602.733844073467
"Dataset 2 with Ref 1","RNV","VIP","kernelpls",2,0.0563835753463226,1.75964262357108,1.10048490479945
"Dataset 2 with Ref 1","RNV","VIP","widekernelpls",2,0.0819342519663459,1.74961708077335,1.09745348863161
"Dataset 2 with Ref 1","RNV","SR","simpls",1,0.0502044806076356,1.77098056321554,1.11084166436686
"Dataset 2 with Ref 1","RNV","SR","nipals",1,-188644.452577702,691.39518603591,404.659148783768
"Dataset 2 with Ref 1","RNV","SR","kernelpls",1,0.00279841997932635,1.81290058619841,1.09974370186863
"Dataset 2 with Ref 1","RNV","SR","widekernelpls",1,-0.0185574366908358,1.81415662967843,1.10356250996318
"Dataset 2 with Ref 1","RNV","sMC","simpls",3,-1.18347334934971,2.44384052804505,1.66382442466411
"Dataset 2 with Ref 1","RNV","sMC","nipals",4,-404821.208002197,955.977077383751,584.471984619736
"Dataset 2 with Ref 1","RNV","sMC","kernelpls",3,-1.11669618085914,2.62687894741079,1.82264216358156
"Dataset 2 with Ref 1","RNV","sMC","widekernelpls",8,-6.40024754483214,4.1060507145419,2.93607353489789
"Dataset 2 with Ref 1","RNV","UVE","simpls",3,-7.67095765861906,3.80116714714753,2.66099344665294
"Dataset 2 with Ref 1","RNV","UVE","nipals",1,-291441.852711668,835.703090968172,510.846927572917
"Dataset 2 with Ref 1","RNV","UVE","kernelpls",2,-5.16770486039499,3.52380284012504,2.68176793354153
"Dataset 2 with Ref 1","RNV","UVE","widekernelpls",3,-3.17627166314401,3.40776256449233,2.71666872619169
"Dataset 2 with Ref 1","RNV","GA","simpls",2,0.242440289701687,1.56941583489935,1.02914062855634
"Dataset 2 with Ref 1","RNV","GA","nipals",2,-12128.8414298756,174.255868140256,108.228837827272
"Dataset 2 with Ref 1","RNV","GA","kernelpls",2,0.137826531689251,1.58860678511684,1.04854848504442
"Dataset 2 with Ref 1","RNV","GA","widekernelpls",2,0.112634397331527,1.60365563870053,1.08308429057037
"Dataset 2 with Ref 2","Raw","None","simpls",2,0.0968823535513562,1.67187052772932,0.960951576563903
"Dataset 2 with Ref 2","Raw","None","nipals",2,0.109318604617227,1.73153497111176,0.998503719512085
"Dataset 2 with Ref 2","Raw","None","kernelpls",2,0.0609021406700419,1.6185161175021,0.946700609944559
"Dataset 2 with Ref 2","Raw","None","widekernelpls",2,0.146840657869039,1.6391611835464,0.953933443479201
"Dataset 2 with Ref 2","Raw","VIP","simpls",2,0.117726625655111,1.69278660072006,0.895448597431979
"Dataset 2 with Ref 2","Raw","VIP","nipals",2,0.0263057692791276,1.79459027621617,0.967988016092879
"Dataset 2 with Ref 2","Raw","VIP","kernelpls",2,0.162257960804735,1.58977832094155,0.880868009007886
"Dataset 2 with Ref 2","Raw","VIP","widekernelpls",2,0.160094127484462,1.57802450406386,0.900899977289439
"Dataset 2 with Ref 2","Raw","SR","simpls",2,0.0110825695904598,1.672214417335,0.970039751870241
"Dataset 2 with Ref 2","Raw","SR","nipals",2,-0.0399525229209605,1.76096850340925,1.03256937854601
"Dataset 2 with Ref 2","Raw","SR","kernelpls",2,0.138616251876893,1.63748012549661,0.928503598295923
"Dataset 2 with Ref 2","Raw","SR","widekernelpls",2,0.194417205649351,1.64862716822793,0.954146915748429
"Dataset 2 with Ref 2","Raw","sMC","simpls",2,0.143383341395377,1.61847036176418,0.951541435840449
"Dataset 2 with Ref 2","Raw","sMC","nipals",2,0.0595633322711734,1.6904712448937,0.980077794880613
"Dataset 2 with Ref 2","Raw","sMC","kernelpls",2,0.214224966238232,1.61526733225666,0.911897790249967
"Dataset 2 with Ref 2","Raw","sMC","widekernelpls",2,0.154837672467128,1.63973802682842,0.930452270050988
"Dataset 2 with Ref 2","Raw","UVE","simpls",2,0.109180097942027,1.69704678515055,0.911006160184142
"Dataset 2 with Ref 2","Raw","UVE","nipals",2,0.0787314839280341,1.68328356354616,0.957367659157401
"Dataset 2 with Ref 2","Raw","UVE","kernelpls",3,0.189221580861762,1.60937661894324,0.897937490863862
"Dataset 2 with Ref 2","Raw","UVE","widekernelpls",2,0.0598629836911907,1.62935869738759,0.887428360299679
"Dataset 2 with Ref 2","Raw","GA","simpls",2,0.174346372772289,1.6627947498435,0.954520415361137
"Dataset 2 with Ref 2","Raw","GA","nipals",2,0.113868960028158,1.69481185570868,0.984397232738005
"Dataset 2 with Ref 2","Raw","GA","kernelpls",2,0.175314189428651,1.60762941899895,0.958369029285845
"Dataset 2 with Ref 2","Raw","GA","widekernelpls",2,0.210084874355532,1.60824561356898,0.945972223755537
"Dataset 2 with Ref 2","SNV","None","simpls",1,-12.0665856117416,5.19041288875775,3.66267151454656
"Dataset 2 with Ref 2","SNV","None","nipals",2,-10.9353768271938,5.23719948234658,3.81342330292353
"Dataset 2 with Ref 2","SNV","None","kernelpls",2,-15.3885693310946,4.16996725977126,2.77064888220511
"Dataset 2 with Ref 2","SNV","None","widekernelpls",2,-6.02348437851182,4.59739028872829,3.21232333415142
"Dataset 2 with Ref 2","SNV","VIP","simpls",2,-5.95028892188716,4.23531287086988,3.03662357532775
"Dataset 2 with Ref 2","SNV","VIP","nipals",2,-7.91976494674383,5.17755274952299,3.67406437579163
"Dataset 2 with Ref 2","SNV","VIP","kernelpls",1,-13.2837156270838,5.02430038872254,3.57152424793096
"Dataset 2 with Ref 2","SNV","VIP","widekernelpls",3,-11.3291941577774,5.49070136067095,3.68259490323947
"Dataset 2 with Ref 2","SNV","SR","simpls",3,-9.37632871788959,4.41444198389776,3.02301334821423
"Dataset 2 with Ref 2","SNV","SR","nipals",9,-9.72421606770306,4.77839237485991,3.23487812349384
"Dataset 2 with Ref 2","SNV","SR","kernelpls",6,-7.85032472019834,4.47373038333505,3.08307224841558
